player_name,player_id,season,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Matthew Dellavedova,dellama01,2015,3656,1877,-0.814091939,-0.664828023,-1.478919962,1.247288409,0.321407773,0.925880635,0.097759038,-0.496387187,-0.398628148,-0.537377999
Luol Deng,denglu01,2015,4651,2421,1.757803189,-0.060433159,1.69737003,5.489968951,5.489968951,0,1.66043511,-0.127613376,1.532821734,-0.059294511
DeMar DeRozan,derozde01,2015,4415,2259,0.132973731,-1.505872427,-1.372898696,1.584063446,1.482174624,0.101888822,0.809559503,-1.802534288,-0.992974785,-0.389196666
Boris Diaw,diawbo01,2015,4325,2182,-0.459656593,-0.875995992,-1.335652585,1.573305486,1.418103949,0.155201537,-1.050851519,-0.218468642,-1.269320161,-0.361331666
Gorgui Dieng,dienggo01,2015,4381,2193,-1.236862535,-0.672575066,-1.909437601,0.938810755,0.938810755,0,-1.849932826,-0.65670987,-2.506642696,-0.170087317
Spencer Dinwiddie,dinwisp01,2015,894,455,-1.982404477,-0.737659563,-2.720064041,0.006867039,0.006867039,0,-1.015970101,-1.335226554,-2.351196656,-1.136002554
Joey Dorsey,dorsejo01,2015,1806,867,-2.946769938,0.666181655,-2.280588283,0.21898092,0.373737678,-0.154756758,-3.015708663,1.374736873,-1.640971791,0.740288357
Chris Douglas-Roberts,douglch01,2015,207,103,-3.471651526,-7.472224883,-10.94387641,-0.427869004,-0.427869004,0,-3.370677068,-6.474159212,-9.84483628,-0.60667008
Toney Douglas,douglto01,2015,336,177,-1.209862987,2.955003375,1.745140388,0.404272829,0.404272829,0,-1.723185526,3.190683087,1.46749756,-0.392762913
Goran Dragic,dragigo01,2015,5349,2640,1.915690786,-1.596337057,0.319353729,4.178566724,4.178566724,0,1.442362051,-1.027782942,0.414579109,0.361325318
Zoran Dragic,dragizo01,2015,157,75,-4.015396534,-7.683437772,-11.69883431,-0.345805714,-0.345805714,0,-1.799401313,-8.791593536,-10.59099485,0.953372667
Larry Drew II,drewla02,2015,438,219,-5.600876519,-1.561557878,-7.162434397,-0.495773778,-0.495773778,0,-5.539017355,-1.511902407,-7.050919761,0.536000872
Andre Drummond,drumman01,2015,4917,2502,-0.766989889,0.419342419,-0.34764747,3.062689292,3.062689292,0,-0.05910765,1.13396994,1.07486229,-0.123914689
Jared Dudley,dudleja01,2015,3630,1827,0.224313202,2.170560406,2.394873609,4.82804113,4.084047067,0.743994063,0.090804476,2.051130227,2.141934703,0.032892434
Tim Duncan,duncati01,2015,4895,2477,0.356223139,3.399775037,3.755998176,8.215443114,6.849059755,1.366383359,0.195692026,4.114111801,4.309803827,-0.526212504
Mike Dunleavy,dunlemi02,2015,4322,2227,1.405851217,-0.278623317,1.127227899,4.477528593,2.813345105,1.664183489,1.133727154,-0.057877596,1.075849559,-0.206951713
Kevin Durant,duranke01,2015,1875,913,6.591607282,1.344739983,7.936347265,5.054340422,5.054340422,0,6.435222769,-0.133561937,6.301660833,1.473819886
Cleanthony Early,earlycl01,2015,1290,647,-4.719311752,-0.240197266,-4.959509018,-0.734165914,-0.734165914,0,-3.373552969,-1.522691847,-4.896244816,0.632187756
Wayne Ellington,ellinwa01,2015,3340,1675,0.335071827,-0.502377451,-0.167305623,2.18970029,2.18970029,0,-0.300798963,-1.48078379,-1.781582754,-0.757360126
Monta Ellis,ellismo01,2015,5919,2896,1.060346445,0.498029246,1.558375691,6.477887981,5.822873186,0.655014796,1.886411817,0.836745591,2.723157408,1.499445238
James Ennis III,ennisja01,2015,2035,1051,-0.089493094,-1.186841605,-1.276334699,0.787466469,0.787466469,0,-0.520010446,-2.122751982,-2.642762427,-0.332827791
Tyler Ennis,ennisty01,2015,864,427,-3.41403253,-1.269281055,-4.683313586,-0.432883167,-0.32178967,-0.111093497,-2.392911751,-1.757315895,-4.150227646,0.845242888
Jeremy Evans,evansje01,2015,522,266,2.143015607,2.84671161,4.989727217,1.038260106,1.038260106,0,1.06228007,2.639868986,3.702149055,-1.106770911
Reggie Evans,evansre01,2015,1494,764,-1.643584663,-0.919309703,-2.562894366,0.072620158,0.072620158,0,-2.175866145,-0.856544277,-3.032410422,-0.410587299
Tyreke Evans,evansty01,2015,5435,2815,2.419939854,-1.581917294,0.83802256,5.121457164,5.436626506,-0.315169342,2.125641511,-0.708431483,1.417210028,-0.682749318
Dante Exum,exumda01,2015,3446,1817,-2.844905831,-0.761782029,-3.60668786,-0.786954475,-0.786954475,0,-2.583904378,-0.556209703,-3.140114081,-0.872249366
Festus Ezeli,ezelife01,2015,1431,687,-2.966074818,0.265415527,-2.700659291,0.029057223,-0.32788235,0.356939573,-2.73782979,-0.040061139,-2.77789093,-0.095248262
Kenneth Faried,farieke01,2015,4228,2086,0.644091707,-0.131802103,0.512289604,3.48187599,3.48187599,0,0.373072322,0.430808417,0.803880739,0.273310492
Jordan Farmar,farmajo01,2015,1074,529,-2.069879132,0.227726625,-1.842152507,0.245683375,0.245683375,0,-0.10348742,-0.149459783,-0.252947204,0.257969661
Derrick Favors,favorde01,2015,4349,2280,0.106758937,2.146911181,2.253670118,5.782719767,5.782719767,0,1.049689299,2.72510981,3.774799108,-0.623247759
Raymond Felton,feltora01,2015,653,317,-0.845160558,1.420362921,0.575202363,0.53892488,0.411489852,0.127435028,-0.895891893,-0.353625723,-1.249517616,-0.451798076
Landry Fields,fieldla01,2015,435,216,-2.837713297,-2.710664498,-5.548377795,-0.307898853,-0.307898853,0,-2.76928917,-2.454586773,-5.223875943,-0.152781413
Evan Fournier,fournev01,2015,3286,1661,0.16793346,-1.547191302,-1.379257843,1.160070707,1.160070707,0,-0.394983189,-1.536858795,-1.931841984,-0.12828942
Randy Foye,foyera01,2015,2239,1087,-0.312533801,-2.922157045,-3.234690846,-0.270974317,-0.270974317,0,-0.272818483,-2.628787616,-2.901606099,0.774452954
Jamaal Franklin,frankja01,2015,32,13,-2.750930067,-17.25061278,-20.00154284,-0.119560284,-0.119560284,0,-0.883393692,-15.69268487,-16.57607856,4.305771403
Tim Frazier,fraziti01,2015,500,242,-3.880206848,-0.319669015,-4.199875864,-0.167207262,-0.134251942,-0.032955319,-2.892551154,-0.69588695,-3.588438104,0.765851534
Jimmer Fredette,fredeji01,2015,1026,509,-0.736971105,-3.04778675,-3.784757855,-0.269490441,-0.269490441,0,-0.558079626,-3.165846219,-3.723925846,0.275606263
Joel Freeland,freeljo01,2015,1262,624,-2.00830702,2.940073504,0.931766485,1.170327736,1.125517492,0.044810244,-1.937549145,2.85983953,0.922290385,-0.125330942
Channing Frye,fryech01,2015,3722,1870,-1.039897165,-1.212634464,-2.252531629,0.475323447,0.475323447,0,-0.517832322,-0.059655844,-0.577488166,0.141796322
Danilo Gallinari,gallida01,2015,2913,1426,2.765614247,0.244970946,3.010585193,4.211029613,4.211029613,0,2.505368185,-0.124297156,2.381071029,0.456319269
Langston Galloway,gallola01,2015,2843,1457,-0.662010005,1.348801082,0.686791077,2.544133213,2.544133213,0,-0.765329668,1.307488103,0.542158435,-0.399549532
Francisco Garcia,garcifr01,2015,398,200,-3.793891912,-1.827916898,-5.62180881,-0.292934645,-0.292934645,0,-3.146436682,-1.263680291,-4.410116973,-0.034270771
Kevin Garnett,garneke01,2015,1868,952,-1.510574183,2.807574542,1.297000359,1.943989074,1.943989074,0,-1.0852866,2.070633068,0.985346468,-0.021322811
Marc Gasol,gasolma01,2015,6027,3103,1.357467162,2.951834991,4.309302153,11.18160504,9.26124156,1.920363479,1.190276733,2.794489722,3.984766455,-0.421258497
Pau Gasol,gasolpa01,2015,5920,2998,0.265111323,0.789218581,1.054329904,5.900298463,4.863006105,1.037292358,1.052852945,0.519694321,1.572547266,0.581917616
Rudy Gay,gayru01,2015,4868,2408,3.541634596,-1.116385561,2.425249036,6.409034263,6.409034263,0,2.663567517,-1.605253963,1.058313554,0.768017948
Alonzo Gee,geeal01,2015,1389,665,-2.185441559,-0.385179172,-2.570620731,0.058772545,0.047353691,0.011418854,-2.724896756,-1.256383361,-3.981280117,0.389154557
Paul George,georgpa01,2015,179,91,0.744229616,5.577982406,6.322212022,0.42820922,0.42820922,0,0.466791261,3.435858518,3.902649779,1.594289426
Taj Gibson,gibsota01,2015,3815,1968,-1.517758644,0.22243803,-1.295320614,1.416683641,1.926273533,-0.509589893,-1.455791814,-0.059279422,-1.515071236,-0.847173703
Manu Ginobili,ginobma01,2015,3488,1718,1.867283814,1.544518696,3.41180251,5.523642751,4.877822625,0.645820126,1.765837163,1.173100251,2.938937414,1.863010961
Rudy Gobert,goberru01,2015,4149,2158,-0.682596312,4.80917155,4.126575238,7.538518539,7.538518539,0,-0.686918255,4.589462606,3.902544351,-0.413796147
Drew Gooden,goodedr01,2015,2066,1042,0.007901991,0.988144469,0.99604646,1.995389574,1.810497563,0.184892011,-0.426533737,0.535274748,0.108741012,-0.085467187
Archie Goodwin,goodwar01,2015,1092,535,-3.23436424,-1.674054503,-4.908418742,-0.593904325,-0.593904325,0,-3.460453738,-1.85155835,-5.312012088,0.772946985
Aaron Gordon,gordoaa01,2015,1603,797,-1.853828848,-0.014868085,-1.868696933,0.357701529,0.357701529,0,-2.88046227,-0.838735059,-3.719197329,-0.17720031
Ben Gordon,gordobe01,2015,1579,790,-1.527816225,-3.1523144,-4.680130625,-0.779323364,-0.779323364,0,-1.887090806,-4.417100717,-6.304191523,0.168721947
Drew Gordon,gordodr01,2015,158,71,-8.007526864,-3.687238976,-11.69476584,-0.326572087,-0.326572087,0,-8.096221777,-4.736761204,-12.83298298,0.756195343
Eric Gordon,gordoer01,2015,4161,2161,0.767923684,-2.521772214,-1.753848529,1.099684724,1.394876391,-0.295191666,0.455940037,-2.259395453,-1.803455417,0.041622359
Marcin Gortat,gortama01,2015,5518,2760,-0.197770464,3.198363918,3.000593454,8.092242126,7.366796746,0.725445379,-0.097245559,3.066795229,2.96954967,-0.303401036
Danny Granger,grangda01,2015,1158,613,-2.494081188,-3.345932579,-5.840013767,-0.960002441,-0.960002441,0,-2.054115138,-2.90963987,-4.963755008,-0.63579087
Jerami Grant,grantje01,2015,2844,1377,-2.64022573,0.324738189,-2.315487541,0.308240653,0.308240653,0,-3.036634877,-0.375287625,-3.411922502,0.934843797
Danny Green,greenda02,2015,5001,2516,3.020838298,3.178438943,6.199277241,11.5381021,10.40589127,1.132210831,2.912451441,4.067133965,6.979585406,0.13056915
Draymond Green,greendr01,2015,6795,3274,1.852778788,5.481163784,7.333942571,17.32993164,11.97946444,5.350467196,2.408012219,6.103790979,8.511803198,1.577861986
Erick Green,greener01,2015,842,410,-1.907549937,-2.50530285,-4.412852787,-0.34319422,-0.34319422,0,-2.051634127,-3.061035808,-5.112669935,-1.280468536
Gerald Green,greenge01,2015,2977,1446,2.172144667,-2.028022989,0.144121677,2.159815458,2.159815458,0,1.751125491,-1.704418968,0.046706523,1.10842113
JaMychal Green,greenja01,2015,358,172,-1.701786422,1.044679468,-0.657106954,0.181945501,0.117250649,0.064694852,-1.744390172,-0.009705552,-1.754095725,1.188578383
Jeff Green,greenje02,2015,5465,2752,-0.582427773,-0.738190707,-1.32061848,2.018205371,1.963754953,0.054450418,-0.534490211,-0.506899784,-1.041389995,-0.231932786
Willie Green,greenwi01,2015,1900,951,-3.133847979,0.617998216,-2.515849763,0.113614287,0.113614287,0,-3.117902425,-0.314299458,-3.432201883,0.003836309
Blake Griffin,griffbl01,2015,5863,2913,3.288511092,-0.267539158,3.020971934,8.663354119,5.710721338,2.952632782,3.448330688,0.24572859,3.694059277,0.405686116
Jorge Gutierrez,gutiejo01,2015,372,187,-2.179159258,-0.139461269,-2.318620526,0.026788548,0.111349027,-0.08456048,-2.712748093,0.471755478,-2.240992615,-0.041090373
PJ Hairston,hairspj02,2015,1381,687,-0.375095081,-0.797724223,-1.172819304,0.555433184,0.555433184,0,-0.774572253,-1.22432758,-1.998899833,0.454426212
Jordan Hamilton,hamiljo02,2015,254,122,-2.023325081,-7.100482758,-9.12380784,-0.398997232,-0.398997232,0,-2.636022456,-5.501152606,-8.137175062,0.547083432
Justin Hamilton,hamilju01,2015,1391,712,-2.12801909,0.683699191,-1.444319899,0.489894808,0.489894808,0,-2.231586007,0.209421063,-2.022164944,0.141939335
Tyler Hansbrough,hansbty01,2015,2159,1106,0.655393657,0.694357465,1.349751122,2.306836439,2.153591949,0.153244489,-0.17730691,0.394781202,0.217474293,-0.497952496
Tim Hardaway Jr.,hardati02,2015,3293,1681,0.398181924,-4.140492658,-3.742310734,-0.848563136,-0.848563136,0,0.044279397,-4.465017163,-4.420737765,-0.280386607
James Harden,hardeja01,2015,7440,3617,7.738230976,-0.234725231,7.503505746,19.32520438,16.12853216,3.196672225,7.13271461,0.400571086,7.533285696,1.519191104
Maurice Harkless,harklma01,2015,1364,674,-2.945182008,0.0506947,-2.894487308,-0.049790039,-0.049790039,0,-3.413386476,-0.331923772,-3.745310248,0.201677841
Devin Harris,harride01,2015,3627,1759,1.844162062,0.390410203,2.234572265,4.510053502,4.563219101,-0.053165599,1.809058084,0.157796537,1.966854621,0.282117639
Gary Harris,harriga01,2015,1510,719,-5.117540053,-1.478456968,-6.595997021,-1.42244405,-1.42244405,0,-4.316890219,-1.23919831,-5.556088529,0.788608514
Joe Harris,harrijo01,2015,1023,509,-2.24335511,-5.333812836,-7.577167946,-1.258080168,-1.193848693,-0.064231475,-1.717741047,-5.235957829,-6.953698876,0.291388333
Tobias Harris,harrito02,2015,4668,2369,-0.026982181,-0.97382911,-1.000811291,2.097779392,2.097779392,0,-0.149080868,-0.745065543,-0.894146411,-0.743943626
Udonis Haslem,hasleud01,2015,1926,995,-2.877287701,-2.98479426,-5.862081961,-1.573177789,-1.573177789,0,-3.136603039,-2.462385037,-5.598988076,-0.404708893
Spencer Hawes,hawessp01,2015,2686,1331,-4.379028131,-0.506401072,-4.885429203,-1.461734917,-1.537241355,0.075506438,-3.096972584,-0.626634049,-3.723606632,0.231608945
Chuck Hayes,hayesch01,2015,506,255,-0.287958809,0.838794166,0.550835357,0.428948003,0.428948003,0,-0.904268133,-0.269027734,-1.173295867,-0.110305339
Gordon Hayward,haywago01,2015,5027,2618,3.23215027,0.202423668,3.434573939,8.34323364,8.34323364,0,3.122023102,0.454836253,3.576859355,0.957417579
Brendan Haywood,haywobr01,2015,247,121,-7.838080128,1.39692336,-6.441156768,-0.226475516,-0.205831514,-0.020644002,-6.258962441,0.151347373,-6.107615068,0.758975876
Gerald Henderson,hendege02,2015,4535,2315,-0.963137834,1.096341928,0.133204094,3.400445536,3.400445536,0,-1.480735616,0.853881688,-0.626853928,-0.139229747
Xavier Henry,henryxa01,2015,172,86,-3.462573956,-0.550228839,-4.012802795,-0.055694632,-0.055694632,0,-2.867158594,-2.462159007,-5.329317602,0.495637171
John Henson,hensojo01,2015,2722,1381,-2.729189534,0.68795864,-2.041230894,0.511006546,0.276109983,0.234896562,-3.06276731,0.591006318,-2.471760991,0.114260489
Roy Hibbert,hibbero01,2015,3728,1926,-2.331970076,1.957746593,-0.374223482,2.304759324,2.304759324,0,-2.199323613,1.013083371,-1.186240242,-1.223502078
JJ Hickson,hicksjj01,2015,2873,1411,-3.654401552,-1.1176033,-4.772004852,-1.457743692,-1.457743692,0,-3.733357291,-1.465831644,-5.199188935,0.139542071
Nene,hilarne01,2015,3872,1950,-2.423973354,3.027617741,0.603644387,3.351833423,2.931375238,0.420458185,-2.365283365,3.188837317,0.823553952,0.081586026
George Hill,hillge01,2015,2477,1267,3.920353565,1.718911904,5.639265469,5.372806315,5.372806315,0,3.667108764,1.920095454,5.587204218,-0.887878226
Jordan Hill,hilljo01,2015,3762,1874,-2.513993859,0.265043366,-2.248950493,0.474947805,0.474947805,0,-2.641511249,0.055819537,-2.585691711,-0.823315995
Solomon Hill,hillso01,2015,4651,2381,-1.527814801,-0.188596232,-1.716411033,1.247648083,1.247648083,0,-2.011791203,-0.061128782,-2.072919985,-0.606527296
Kirk Hinrich,hinriki01,2015,3441,1736,-2.249630562,-1.030215098,-3.27984566,-0.488912762,-0.168947461,-0.319965301,-2.127190424,-0.490878612,-2.618069036,-0.356418285
Jrue Holiday,holidjr01,2015,2689,1358,3.268277518,-0.698386748,2.56989077,3.700148946,3.636545814,0.063603131,3.23570927,0.542417027,3.778126297,0.207968948
Justin Holiday,holidju01,2015,1400,668,-1.95780736,1.445023592,-0.512783768,0.765652454,0.80847414,-0.042821685,-1.164058901,1.307776708,0.143717807,0.730861357
Ryan Hollins,holliry01,2015,901,441,-2.863271476,0.176715386,-2.68655609,0.01430858,0.01430858,0,-3.827171187,-1.737711534,-5.564882721,0.227159457
Rodney Hood,hoodro01,2015,2046,1064,0.592396832,-1.17340597,-0.581009137,1.166610361,1.166610361,0,-0.304221591,-0.510644234,-0.814865825,-0.882223946
Al Horford,horfoal01,2015,5684,2840,0.261759583,2.107624524,2.369384108,7.422224927,5.602148953,1.820075974,0.322803454,1.222972815,1.545776269,-0.657513456
Dwight Howard,howardw01,2015,3698,1797,-0.684758039,3.150808301,2.466050262,4.81071122,2.281175544,2.529535676,-0.044241952,2.897477234,2.853235282,0.156947106
Lester Hudson,hudsole01,2015,193,94,-1.999914458,-1.828166418,-3.828080876,-0.031580293,0.197583615,-0.229163908,-1.50479147,-1.597620106,-3.102411575,0.210707393
Robbie Hummel,hummero01,2015,1482,742,-0.846329836,-2.027396902,-2.873726739,-0.04676084,-0.04676084,0,-1.604587671,-2.209725395,-3.814313066,-0.160087932
Kris Humphries,humphkr01,2015,2660,1350,-1.374591147,1.367121627,-0.00746952,1.875103041,1.934343122,-0.059240081,-1.265573729,1.122366548,-0.14320718,-0.958295073
Serge Ibaka,ibakase01,2015,4247,2116,-0.402476945,3.007504001,2.605027056,5.743211956,5.743211956,0,0.055054922,2.66863336,2.723688283,-0.630073946
Andre Iguodala,iguodan01,2015,5557,2704,0.206882185,1.396721108,1.603603293,6.027140891,4.254422849,1.772718042,0.221495754,1.319480015,1.540975769,-0.709953881
Ersan Ilyasova,ilyaser01,2015,2904,1461,1.712813692,0.249544538,1.96235823,3.535659338,3.568140222,-0.032480884,1.656535742,0.776435683,2.432971424,0.757223464
Joe Ingles,inglejo01,2015,3218,1673,-1.227374973,0.110717703,-1.116657271,1.390250696,1.390250696,0,-1.697785386,0.009732139,-1.688053247,-0.269136129
Kyrie Irving,irvinky01,2015,6268,3194,5.306403727,-1.181349735,4.125053992,11.27505828,10.36291266,0.912145617,5.88813262,-0.656418076,5.231714543,0.492694522
Jarrett Jack,jackja01,2015,4752,2394,-1.677884428,-0.000489125,-1.678373553,1.342218303,0.181634689,1.160583614,-1.258477531,-0.690489952,-1.948967482,0.255635658
Reggie Jackson,jacksre01,2015,4472,2268,2.009211435,-0.75482739,1.254384045,4.617982429,4.617982429,0,1.544557797,-0.853141836,0.691415961,-0.77406344
Bernard James,jamesbe01,2015,326,160,-0.580998544,4.931246058,4.350247515,0.577492239,0.563350201,0.014142038,-1.359060191,1.579269806,0.220209615,-0.411305493
LeBron James,jamesle01,2015,6494,3337,4.844198435,0.166578199,5.010776634,13.31294722,10.08546782,3.227479404,5.996404447,-0.461317608,5.535086839,0.024679455
Al Jefferson,jeffeal01,2015,3892,1992,-2.327650929,0.25443689,-2.073214039,0.680319016,0.680319016,0,-2.465594496,1.315804234,-1.149790261,-1.047155101
Cory Jefferson,jeffeco01,2015,1081,531,-0.867675124,1.823489052,0.955813928,1.005961644,1.005961644,0,-0.674177634,-0.802681314,-1.476858947,0.190708424
Richard Jefferson,jefferi01,2015,2671,1295,-0.857470034,-0.064104543,-0.921574577,1.218061241,1.3469887,-0.128927459,-0.610282187,-0.761027504,-1.371309691,0.234267041
John Jenkins,jenkijo01,2015,652,318,-0.348721361,-2.123034861,-2.471756222,0.050844527,-0.037063496,0.087908023,0.153195462,-3.183100793,-3.029905331,0.287590024
Brandon Jennings,jennibr01,2015,2351,1173,3.075021376,0.104283629,3.179305005,3.54362379,3.54362379,0,2.866547161,-0.453734634,2.412812527,-0.131211814
Jonas Jerebko,jerebjo01,2015,2580,1298,0.642085695,2.754806197,3.396891891,4.053840925,3.983353041,0.070487884,0.660642196,2.264660618,2.925302814,-0.212498695
Grant Jerrett,jerregr01,2015,109,51,-8.575143148,-8.525718741,-17.10086189,-0.391984715,-0.391984715,0,-4.462976505,-8.608537774,-13.07151428,2.312341922
Amir Johnson,johnsam01,2015,4119,2091,0.061103946,0.471667086,0.532771031,3.49629554,3.558334586,-0.062039046,0.076949121,-0.075199274,0.001749847,-0.167159315
Chris Johnson,johnsch04,2015,1091,526,-2.088648805,1.397079932,-0.691568872,0.553163673,0.553163673,0,-2.082117665,0.725776663,-1.356341003,0.399507455
James Johnson,johnsja01,2015,2728,1382,0.563108374,1.207258369,1.770366743,3.198562771,3.318202957,-0.119640186,0.223151983,0.458163808,0.68131579,-0.126314775
Joe Johnson,johnsjo02,2015,5916,3040,1.551758229,-3.186577758,-1.634819529,1.703420472,2.686312644,-0.982892172,1.328736003,-3.156499166,-1.827763163,-1.438695109
Nick Johnson,johnsni01,2015,662,311,-6.046827708,-1.212521616,-7.259349324,-0.726463623,-0.513405335,-0.213058288,-5.440808664,-1.76401489,-7.204823554,0.608078877
Tyler Johnson,johnsty01,2015,1213,603,-2.602776685,2.800501803,0.197725118,0.906205503,0.906205503,0,-2.491724081,2.073874149,-0.417849932,-0.07020213
Wesley Johnson,johnswe01,2015,4504,2245,-0.562748941,-1.455507041,-2.018255982,0.838470228,0.838470228,0,-0.534901601,-1.732218714,-2.267120315,0.037912298
Dahntay Jones,jonesda02,2015,308,141,-4.664684297,-3.579119626,-8.243803923,-0.412498908,-0.490375155,0.077876247,-5.136742219,-3.777153988,-8.913896206,0.276658935
James Jones,jonesja02,2015,1950,980,0.829393935,-2.378467039,-1.549073104,0.614339046,0.201000827,0.413338219,1.889655452,-2.727870698,-0.838215246,0.04348027
Perry Jones III,jonespe01,2015,1287,631,-3.821996031,-2.324974611,-6.146970642,-1.090952634,-1.090952634,0,-3.738594084,-2.324516554,-6.063110638,-0.232823722
Terrence Jones,joneste01,2015,2690,1290,-1.539560302,-1.177830882,-2.717391184,0.039303843,0.922232328,-0.882928485,-1.786450255,-0.795344774,-2.581795029,-0.135903595
DeAndre Jordan,jordade01,2015,6588,3302,3.087221743,1.321444232,4.408665975,12.00518686,10.40572665,1.599460209,4.139862201,1.934200656,6.074062857,-0.86318527
Jerome Jordan,jordaje01,2015,783,388,-2.057344938,-1.129175033,-3.18651997,-0.092217095,-0.0124599,-0.079757195,-1.829245015,-2.625134881,-4.454379896,0.691100678
Cory Joseph,josepco01,2015,2919,1466,0.621197769,0.230245587,0.851443357,2.667267742,2.852267239,-0.184999498,-0.41995797,0.68907071,0.269112739,-1.492296703
Chris Kaman,kamanch01,2015,2855,1435,-2.723170573,0.134364918,-2.588805655,0.11776371,0.111424475,0.006339235,-2.294799668,-0.101004584,-2.395804251,-0.447665893
Enes Kanter,kanteen01,2015,4210,2135,0.480713152,-1.698082276,-1.217369124,1.573359478,1.573359478,0,0.607076393,-0.89456778,-0.287491387,-0.206042416
Sergey Karasev,karasse01,2015,1108,555,-0.576918127,0.721719794,0.144801668,0.824966927,0.824966927,0,-1.013699484,0.090983675,-0.922715809,0.616760219
Ryan Kelly,kellyry01,2015,2415,1233,-1.891080482,-2.264012771,-4.155093253,-0.875061122,-0.875061122,0,-2.981925965,-2.374652303,-5.356578268,-0.96014435
Michael Kidd-Gilchrist,kiddgmi01,2015,3127,1587,-1.000320865,2.971748491,1.971427626,3.802566789,3.802566789,0,-2.192176526,2.372717102,0.180540577,-0.509555571
Sean Kilpatrick,kilpase01,2015,149,72,-0.604031107,-1.071622339,-1.675653446,0.039649666,0.039649666,0,-1.397178073,-2.115656555,-3.512834628,0.447552022
Andrei Kirilenko,kirilan01,2015,72,36,-4.91302019,-6.334985667,-11.24800586,-0.154673376,-0.154673376,0,-5.135141934,-5.897816444,-11.03295838,-0.867004785
Alex Kirk,kirkal01,2015,30,14,-3.934850818,-9.41914049,-13.35399131,-0.074852758,-0.074852758,0,-3.138448491,-9.969703981,-13.10815247,-1.126078234
Brandon Knight,knighbr03,2015,4139,2035,0.464341215,-0.169862543,0.294478673,3.234161928,3.234161928,0,0.612577305,0.194075515,0.80665282,1.176351178
Kyle Korver,korveky01,2015,5904,2944,3.950171325,0.266862528,4.217033854,10.58588542,9.187284884,1.398600539,3.883531166,0.285869037,4.169400204,0.745148325
Kosta Koufos,koufoko01,2015,2892,1475,-2.593021136,3.137540143,0.544519007,2.496346374,1.904230276,0.592116098,-2.758951888,2.592065669,-0.166886218,-0.446527546
Ognjen Kuzmic,kuzmiog01,2015,157,72,-3.932282184,-6.872053215,-10.8043354,-0.29977966,-0.29977966,0,-4.297866484,-4.54191722,-8.839783704,1.266774521
Jeremy Lamb,lambje01,2015,1244,633,0.069775892,-1.008067422,-0.93829153,0.585675752,0.585675752,0,0.103886021,-1.436060422,-1.332174401,0.093836141
Carl Landry,landrca01,2015,2390,1192,-1.894049426,-1.424495099,-3.318544525,-0.343596491,-0.343596491,0,-2.861145497,-2.52503724,-5.386182737,-0.601450109
Shane Larkin,larkish01,2015,3602,1865,-2.312740459,-0.221388191,-2.53412865,0.202973408,0.202973408,0,-2.17681598,-0.180145139,-2.356961119,-1.13592012
Joffrey Lauvergne,lauvejo01,2015,555,268,-4.429167,-2.289393487,-6.718560487,-0.548630734,-0.548630734,0,-4.382273209,-3.189002846,-7.571276055,1.059466492
Zach LaVine,lavinza01,2015,3821,1902,-3.498884515,-4.833381346,-8.332265861,-5.428714861,-5.428714861,0,-3.398497059,-4.781499796,-8.179996856,0.206796647
Ty Lawson,lawsoty01,2015,5452,2665,3.828513697,-1.765714437,2.06279926,6.58801499,6.58801499,0,2.726724907,-1.645544772,1.081180134,0.64673794
Ricky Ledo,ledori01,2015,491,244,-3.561532083,-3.790438818,-7.351970901,-0.575037204,-0.575037204,0,-3.190570961,-4.7785192,-7.969090161,1.111059682
Courtney Lee,leeco01,2015,5318,2721,0.339992764,-1.701611091,-1.361618327,1.943535774,1.102352642,0.841183133,-0.04891316,-0.355721768,-0.404634928,-0.17879349
David Lee,leeda02,2015,2094,1011,-0.621442137,-0.565315552,-1.186757689,0.815314751,0.628911319,0.186403431,-0.143330495,0.048877653,-0.094452841,-0.016972771
Malcolm Lee,leema01,2015,5,2,-4.730754809,-3.305917329,-8.036672138,-0.005409588,-0.005409588,0,-1.455235332,-6.771192353,-8.226427685,0.267850404
Alex Len,lenal01,2015,3138,1518,-2.553000605,2.493458045,-0.05954256,2.09627896,2.09627896,0,-2.457167804,2.653073619,0.195905816,0.578197786
Kawhi Leonard,leonaka01,2015,4539,2283,3.444919181,4.774206859,8.21912604,12.85468151,12.1137221,0.740959409,2.920704931,5.684152256,8.604857186,0.440937212
Meyers Leonard,leoname01,2015,1904,953,-0.793196761,3.097026951,2.30383019,2.494145573,1.7855977,0.708547873,-0.887157429,2.486677768,1.599520339,0.063854996
Jon Leuer,leuerjo01,2015,1657,833,-3.470661978,0.013272906,-3.457389072,-0.301255448,-0.297200089,-0.004055358,-3.381923106,-0.539061583,-3.920984689,0.171644301
Damian Lillard,lillada01,2015,6212,3126,3.725676253,-1.374986114,2.35069014,8.140588171,8.074530897,0.066057274,4.273851539,-0.409273138,3.864578402,0.254402943
Jeremy Lin,linje01,2015,3862,1907,0.911343518,0.442456118,1.353799636,4.012350409,4.012350409,0,0.525728035,0.388136747,0.913864782,0.469597437
Shaun Livingston,livinsh01,2015,3751,1843,-1.663726227,-0.356777112,-2.020503339,0.717843152,-0.034342858,0.75218601,-1.721054661,-0.391591206,-2.112645867,-1.372726016
